,loading,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,product_code_A,product_code_B,product_code_C,product_code_D,product_code_E,attribute_0_material_5,attribute_0_material_7,attribute_1_material_5,attribute_1_material_6,attribute_1_material_8,attribute_2_5,attribute_2_6,attribute_2_8,attribute_2_9,attribute_3_5,attribute_3_6,attribute_3_8,attribute_3_9,"measurement_0_grouped_(-0.001, 3.0]","measurement_0_grouped_(3.0, 4.0]","measurement_0_grouped_(4.0, 5.0]","measurement_0_grouped_(5.0, 6.0]","measurement_0_grouped_(6.0, 7.0]","measurement_0_grouped_(7.0, 8.0]","measurement_0_grouped_(8.0, 9.0]","measurement_0_grouped_(9.0, 11.0]","measurement_0_grouped_(11.0, 13.0]","measurement_0_grouped_(13.0, 29.0]","measurement_1_grouped_(-0.001, 4.0]","measurement_1_grouped_(4.0, 6.0]","measurement_1_grouped_(6.0, 7.0]","measurement_1_grouped_(7.0, 9.0]","measurement_1_grouped_(9.0, 10.0]","measurement_1_grouped_(10.0, 13.0]","measurement_1_grouped_(13.0, 29.0]","measurement_2_grouped_(-0.001, 2.0]","measurement_2_grouped_(2.0, 3.0]","measurement_2_grouped_(3.0, 4.0]","measurement_2_grouped_(4.0, 5.0]","measurement_2_grouped_(5.0, 6.0]","measurement_2_grouped_(6.0, 7.0]","measurement_2_grouped_(7.0, 8.0]","measurement_2_grouped_(8.0, 9.0]","measurement_2_grouped_(9.0, 11.0]","measurement_2_grouped_(11.0, 24.0]"
12088,104.99,21,8,3,17.59,12.19,16.352,17.232,11.345,17.267,11.509,15.864,19.464,,15.958,15.544,17.233,17.462,484.851,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8894,182.8,3,0,11,18.455,12.309,17.133,16.479,10.769,19.557,11.47,16.186,23.839,13.368,15.137,15.442,13.531,18.667,657.127,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23097,76.02,1,9,5,17.756,13.775,16.767,15.408,10.989,21.08,11.68,15.694,20.784,12.554,,,,17.194,790.498,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12496,112.88,0,15,3,17.474,11.697,16.192,17.442,10.086,17.115,11.547,15.751,17.228,12.768,,14.62,16.561,16.534,413.102,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4119,95.43,6,5,7,17.782,10.18,16.095,18.809,11.233,19.425,9.37,15.77,19.016,12.388,15.054,17.981,14.134,17.129,669.056,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23796,62.52,5,15,4,20.225,11.549,17.591,17.786,13.215,20.011,12.0,16.344,17.116,11.046,,18.765,15.344,14.017,826.764,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15786,72.78,10,5,5,17.307,11.771,16.265,18.2,9.709,18.211,14.567,16.657,19.459,13.279,,15.593,16.89,15.343,617.844,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10454,162.28,6,4,11,18.029,11.256,16.794,17.59,12.129,20.157,12.679,17.181,17.949,11.148,15.865,17.349,17.14,,850.616,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22790,128.33,11,9,8,18.518,9.95,17.307,15.584,11.399,20.003,11.868,16.548,18.158,10.604,15.101,15.256,14.723,14.444,540.568,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15559,143.63,9,12,7,19.997,11.948,18.358,16.199,13.964,19.413,11.345,18.469,17.061,11.007,13.316,16.191,15.841,15.522,882.586,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19740,68.39,15,15,4,17.282,11.414,18.274,16.175,11.96,20.389,11.937,13.955,18.654,12.051,16.608,14.182,16.425,14.699,725.97,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8654,173.31,7,6,14,15.571,11.352,18.002,16.709,12.986,17.58,13.398,10.786,,12.385,22.713,15.253,14.609,24.094,836.967,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24251,170.09,6,9,4,17.111,12.716,17.001,18.376,12.028,18.389,11.433,16.348,20.961,12.388,12.783,15.461,14.497,19.531,770.871,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9578,81.1,4,5,3,17.725,12.788,17.066,16.913,11.01,19.429,12.085,15.881,17.196,12.728,15.298,15.625,18.586,18.802,699.915,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20087,91.57,22,2,5,18.538,,19.658,18.455,13.241,18.832,10.764,18.28,19.238,10.103,15.255,,,16.69,1031.02,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14814,126.11,9,8,4,17.551,11.618,15.763,17.389,10.812,18.684,11.22,15.431,18.162,9.815,13.716,15.328,16.29,18.667,551.73,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21078,123.29,6,10,9,16.953,12.684,16.521,18.38,12.457,18.392,11.173,17.285,19.072,15.131,17.042,16.022,12.125,17.165,,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22797,105.81,12,10,7,18.048,11.687,16.46,17.843,11.358,19.358,14.186,16.46,16.567,8.482,14.403,14.693,14.266,13.275,758.927,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
364,89.96,15,5,8,17.458,11.468,18.599,18.365,12.391,20.264,11.311,16.616,17.429,12.455,12.99,14.736,,16.77,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15901,167.6,1,7,8,18.33,13.096,18.534,18.682,12.676,19.294,12.661,15.889,18.252,8.666,14.384,14.466,,14.624,893.256,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17860,103.06,9,13,5,17.156,13.273,16.226,17.514,9.543,20.166,10.924,17.4,19.564,14.952,15.974,16.745,12.413,17.651,588.342,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6897,124.35,7,11,12,17.137,10.231,17.177,16.348,11.165,17.669,8.552,17.737,17.404,12.146,17.371,14.951,15.921,18.326,498.233,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11130,125.56,10,6,4,18.469,11.098,15.97,17.739,11.926,18.569,10.272,15.081,19.189,11.155,14.458,15.49,14.062,14.777,,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10512,78.28,5,2,9,15.71,11.537,16.265,16.768,12.724,18.037,12.219,14.945,17.223,12.239,17.292,15.192,12.509,14.144,630.921,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22600,139.51,3,13,1,17.532,12.427,18.433,18.868,13.184,18.706,11.684,14.121,19.954,12.392,15.627,16.264,15.405,18.584,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
19293,154.57,12,8,7,17.124,12.465,16.422,18.883,12.719,20.194,11.382,16.825,18.442,10.681,15.335,16.366,15.914,16.723,884.298,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20383,128.0,13,9,12,18.38,10.545,15.86,,11.328,20.18,11.975,16.312,19.982,11.883,14.587,14.56,14.569,,828.313,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1850,71.5,22,6,4,16.624,,17.048,16.959,12.393,19.108,11.453,16.442,22.323,11.886,14.167,,14.68,,711.771,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5706,160.19,4,13,7,16.458,12.757,15.839,18.354,12.186,18.338,10.474,17.534,18.855,12.468,16.377,17.945,17.033,15.37,692.064,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9799,182.13,6,8,8,16.484,11.401,17.753,18.581,12.856,19.359,11.716,15.157,19.824,13.39,15.835,17.009,14.762,15.822,791.089,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16275,122.89,11,15,5,16.088,11.359,16.437,17.948,,18.438,9.982,16.273,19.626,12.322,15.663,15.379,12.516,18.402,634.804,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5755,91.44,2,10,7,17.377,11.137,17.17,17.024,11.573,19.404,12.79,16.962,16.768,,17.942,,15.662,14.401,691.654,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11599,164.79,1,7,2,17.727,10.132,16.23,18.24,10.778,20.371,11.36,15.734,20.387,13.995,15.842,14.481,16.411,18.024,740.129,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16421,69.27,7,9,3,19.1,11.396,17.658,15.808,12.691,17.881,12.077,17.386,18.107,11.003,15.427,15.916,12.733,15.302,589.686,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3164,166.87,6,7,7,17.17,9.939,17.507,17.45,10.785,18.34,12.291,15.202,19.313,,13.643,15.02,15.292,16.723,618.247,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20126,179.29,11,4,5,17.491,12.112,16.982,19.875,13.422,19.964,11.216,20.106,19.411,11.717,16.006,19.632,18.058,12.261,1041.725,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11887,100.64,9,8,8,16.927,13.849,17.657,18.729,10.546,19.563,10.859,15.67,18.115,12.256,16.753,19.133,16.877,21.103,716.852,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18122,151.25,7,9,6,17.675,11.375,18.819,18.799,12.103,20.956,10.223,14.062,19.421,11.353,16.621,14.923,15.639,16.191,1054.982,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3820,105.53,10,4,7,17.29,12.139,16.146,17.03,12.622,19.266,10.386,17.285,21.208,11.931,16.165,18.509,12.56,16.505,676.446,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9027,117.92,4,11,9,17.534,11.65,16.258,17.623,11.352,18.714,11.331,16.736,19.589,12.497,15.587,16.477,15.181,,628.243,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9092,136.76,3,0,13,18.648,11.283,18.167,18.283,11.018,19.596,10.545,16.458,17.316,12.61,16.059,16.566,14.968,15.903,648.65,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12152,107.73,2,11,5,17.35,11.377,15.738,16.76,12.415,18.089,12.08,15.619,18.54,8.849,14.721,18.29,14.029,14.98,589.703,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
114,121.98,8,6,4,18.262,9.964,17.049,17.017,11.067,21.084,11.885,16.253,19.666,11.355,16.606,15.041,15.817,19.556,798.952,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,96.88,4,5,7,18.728,12.437,18.017,17.981,11.974,17.773,,16.448,20.443,13.252,14.288,16.689,15.067,15.016,686.828,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25070,109.36,4,8,3,16.677,12.805,17.03,18.653,11.499,18.259,11.558,15.199,21.314,14.416,14.756,14.825,13.799,17.381,791.721,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1030,123.69,5,2,10,16.596,11.024,16.637,17.5,10.855,18.333,11.048,14.866,17.606,12.01,16.873,15.002,13.806,12.733,584.919,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21043,205.15,8,7,12,18.486,12.149,17.262,17.118,,,11.731,16.407,18.405,11.772,16.891,16.948,12.389,17.273,634.233,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14047,,10,3,5,17.702,11.396,16.537,15.994,12.321,18.162,12.651,15.272,21.345,13.429,15.882,14.667,16.465,17.622,650.517,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22142,106.73,6,4,8,,11.045,18.047,15.712,9.798,19.957,11.109,,16.513,12.584,16.53,18.395,14.269,17.124,645.608,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11342,128.94,8,9,9,17.515,10.61,16.653,16.055,13.119,19.382,10.226,16.601,21.161,13.168,15.307,16.666,17.955,15.462,712.245,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21949,110.99,6,9,5,16.851,11.357,17.662,20.147,11.508,16.804,11.519,17.897,20.275,10.956,15.116,16.13,12.923,15.266,757.609,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9085,139.43,5,6,7,18.308,13.028,17.452,16.699,10.407,19.756,11.685,15.649,19.401,10.482,13.129,15.887,15.855,17.59,672.014,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18474,88.69,11,4,5,17.744,15.072,16.945,18.324,12.657,17.685,10.392,15.969,19.711,10.987,17.405,18.173,15.944,17.198,732.692,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3205,95.47,3,5,6,17.848,12.384,18.347,18.039,12.564,18.226,11.106,17.432,18.589,7.915,16.801,14.421,14.001,17.701,755.943,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19465,128.17,7,9,13,19.186,13.381,16.312,16.974,11.94,20.144,10.714,15.789,18.623,,16.407,17.199,14.983,17.113,707.262,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13078,246.32,9,6,5,16.919,11.116,17.456,16.249,12.344,16.6,10.404,14.419,18.041,10.521,16.842,,15.794,17.296,476.234,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
796,94.6,13,3,6,16.789,10.097,17.486,18.515,11.445,18.02,11.015,16.023,20.289,13.467,14.024,15.166,11.479,14.507,639.199,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8939,82.27,3,8,12,17.8,13.02,18.367,16.87,13.069,19.601,10.213,15.338,18.726,11.542,13.93,15.429,13.948,,887.202,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
255,161.28,11,2,5,18.102,12.111,16.925,15.735,11.222,20.672,9.819,16.503,20.929,12.151,16.212,17.646,15.247,18.912,760.454,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12042,251.01,1,11,3,19.609,11.927,17.475,16.86,11.11,18.431,9.926,15.287,17.367,12.046,16.161,18.759,16.374,,580.134,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26006,105.19,3,10,3,17.218,11.379,16.51,17.151,11.98,20.233,10.611,14.072,18.769,10.735,15.733,15.466,15.166,17.775,683.3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2117,246.8,8,3,0,16.876,11.07,17.275,18.017,12.114,19.791,9.605,14.915,18.041,12.686,15.04,14.588,12.038,16.038,782.93,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2926,98.57,11,7,4,18.915,10.519,17.375,16.772,11.274,18.773,11.74,14.92,17.636,14.141,16.741,13.893,13.656,17.096,646.326,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7324,94.55,10,11,6,15.924,11.894,17.288,16.581,11.829,20.003,9.459,17.106,21.078,12.891,,16.836,16.226,15.564,637.339,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
464,100.41,8,7,4,16.506,10.085,16.132,19.952,11.687,19.609,11.219,16.239,22.018,11.738,16.707,17.491,19.1,19.22,725.651,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19073,116.13,6,9,8,17.969,12.618,17.448,17.466,12.194,19.961,10.869,11.542,20.784,12.887,15.119,,17.171,,798.608,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
456,,12,1,4,18.326,11.76,17.664,17.523,10.931,18.175,,14.996,20.274,10.614,15.419,15.213,14.256,17.141,647.831,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3210,112.87,13,1,4,18.279,12.674,18.817,17.964,12.687,20.203,11.699,16.923,17.976,13.723,,16.347,13.76,15.068,942.446,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23643,129.93,5,15,4,16.811,12.383,17.168,18.683,10.385,18.579,,13.571,18.984,,14.889,17.122,13.147,17.819,800.643,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
17671,129.75,5,13,7,17.384,12.177,17.063,17.351,13.177,18.981,11.065,17.561,18.932,11.098,16.682,17.425,16.834,14.972,738.579,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2708,142.82,11,2,3,17.246,11.84,16.246,17.14,11.564,18.611,10.154,15.526,17.033,14.47,15.923,16.074,14.033,15.958,602.93,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20307,131.25,6,6,8,17.34,12.191,17.158,16.877,13.876,18.045,13.294,16.493,20.388,9.713,15.811,14.76,14.979,16.492,,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8495,123.22,7,7,6,18.487,11.471,18.712,16.845,11.303,19.358,12.587,,20.94,12.118,14.571,12.965,14.29,,752.45,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18498,166.62,12,4,6,18.623,11.9,18.149,16.947,12.149,19.592,10.882,18.504,17.789,14.266,16.092,14.451,,16.534,786.66,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19194,,15,6,5,17.542,10.79,18.331,17.589,11.933,17.825,10.931,16.284,18.467,10.581,14.567,15.183,15.381,15.732,720.232,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3178,167.11,10,9,6,18.473,10.467,17.093,19.437,12.453,17.267,10.761,,19.622,13.058,16.229,17.231,12.72,12.964,614.202,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5193,147.85,8,24,6,17.044,12.635,17.669,16.052,10.777,19.487,11.906,,19.529,10.226,16.404,17.855,15.124,16.872,677.529,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10307,129.38,0,8,9,15.936,11.701,16.268,17.011,11.605,19.583,11.895,15.401,17.64,,19.126,15.069,,18.651,637.922,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3987,108.77,12,4,3,18.342,10.855,16.543,17.641,13.429,18.694,12.857,16.377,18.627,13.107,14.27,14.792,12.518,14.518,673.802,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13129,110.86,4,9,5,18.377,11.18,18.82,18.279,12.868,19.137,11.274,16.215,18.405,10.679,,16.66,,,847.047,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23472,70.18,5,3,5,16.733,10.477,18.433,17.165,9.663,19.865,10.389,16.488,17.844,13.21,17.006,15.942,14.831,12.747,728.536,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
