,failure
3145,0
25547,0
11341,0
5143,0
6458,0
5068,1
14477,0
26508,0
21562,1
11053,0
7586,1
2380,0
15442,1
22418,0
26227,0
11147,0
8624,0
2443,0
10675,0
15370,0
5568,0
22035,0
1160,0
23324,1
2536,1
17362,0
22917,0
19702,0
15314,0
13448,1
14011,0
25549,1
22938,1
13919,1
5120,0
42,0
7227,1
8832,0
9847,0
11632,0
19413,0
17140,1
4828,0
7467,0
19882,0
8968,0
1969,0
8954,1
6657,0
10730,1
17065,0
24495,0
12189,0
24865,1
15805,1
19046,1
16835,0
18237,0
8291,0
5214,0
14385,0
18113,0
4284,0
13143,0
26355,0
2985,0
16299,0
12636,0
2175,0
22340,1
7862,0
24693,0
20264,0
26003,1
14512,0
3496,0
18438,1
20653,0
1269,0
18094,0
4298,0
10295,1
25328,0
8033,0
1949,0
4377,0
17881,0
21256,0
8812,0
11254,1
13235,0
13921,0
16261,0
1879,0
5859,0
11514,0
19950,0
17037,0
12123,0
26007,0
9602,0
4171,0
16068,1
10156,0
18221,0
18563,0
2473,1
12183,0
2873,0
2389,0
19554,0
16011,0
1747,0
16069,1
6239,0
20752,0
17876,0
13719,0
14302,1
14438,1
3393,0
3766,1
24024,0
11807,0
702,0
3735,0
271,0
11210,0
24074,0
14451,1
6670,0
19034,1
16483,0
18249,1
19007,0
10851,0
19616,0
23402,0
1789,0
19412,0
24083,0
15136,0
23407,1
11065,0
16436,1
2458,0
9315,0
15666,0
25275,0
17275,1
19092,1
5056,0
2153,0
7908,1
7706,1
7356,0
23555,0
2405,0
14928,0
26119,0
25830,0
12538,0
23341,0
6693,0
23065,0
13690,1
1454,0
23751,0
16783,0
14199,0
18647,0
1982,0
2938,0
23312,0
23111,0
25258,0
25260,1
13808,1
3581,1
9458,0
20996,1
1824,1
7281,0
16061,0
16742,0
23124,1
10635,1
12607,0
38,0
20407,0
7286,0
10648,0
1897,0
3267,0
5011,0
5595,1
7796,1
22088,1
24167,1
14205,0
12516,0
17535,0
8664,0
9879,1
9880,1
7613,0
4837,0
1254,0
17228,1
15682,0
23029,0
9603,0
14766,0
14384,1
13255,0
12625,0
7144,0
8630,0
1775,0
10452,0
21091,1
14610,0
18834,0
12685,0
11576,1
24723,1
9723,1
9130,0
5254,0
18069,0
2988,1
10493,0
15205,0
15584,0
26407,1
8078,0
26266,0
20879,0
3432,0
15120,0
20895,0
9783,0
11755,0
20726,0
12880,1
5847,0
26268,1
157,0
21522,0
10691,1
7268,0
773,0
19299,0
16326,0
9035,0
5508,0
962,0
1393,1
10567,0
23209,0
1386,1
175,0
16802,0
5634,0
22806,0
3932,0
25142,0
4626,0
3156,1
23671,0
6907,0
12276,0
13161,0
3994,0
15019,0
16222,1
1272,1
1226,0
23333,0
3424,0
21418,0
14778,0
19119,0
497,0
17512,0
19054,0
12262,0
12530,0
26564,0
665,0
25473,0
16294,0
1646,0
9936,0
21840,0
19239,0
10225,0
8024,1
24887,1
8332,0
13167,1
24196,0
16927,0
20772,0
23420,0
3206,0
18305,0
18694,0
2640,1
3598,1
3975,1
23147,0
1955,0
24707,0
24487,1
23230,0
2865,0
8545,0
26421,0
3443,0
16968,0
2973,1
7352,0
21877,1
7028,0
19192,0
1388,1
13626,0
7265,0
16227,0
10923,0
15635,0
3700,0
20723,0
5613,0
9459,0
12830,0
6734,0
20139,1
20513,0
6547,0
11372,0
17184,0
3701,0
7610,0
16107,0
1085,1
1683,1
22022,0
21968,0
23239,0
20667,0
20712,0
5164,0
7180,0
24980,1
12225,0
12879,0
11956,0
3740,0
16241,1
19567,0
7112,0
13203,0
10667,1
25664,0
21699,0
4106,0
21966,0
6227,1
17183,0
17411,1
5577,0
7667,1
22661,0
8831,1
3099,0
13081,1
19528,0
11346,0
12757,0
19452,0
17992,0
23024,0
20480,1
8660,0
4752,0
25143,0
26028,1
16382,0
13582,1
126,1
11124,0
13714,0
6340,0
14641,0
5632,0
11020,1
12936,1
5381,0
13516,1
6403,0
11205,1
21618,0
1332,1
17202,0
4878,0
1218,1
19890,1
19788,0
12368,0
25120,0
20998,1
2362,0
21299,1
17186,0
9432,0
9405,0
15459,1
484,0
2327,0
14990,0
12874,0
5588,1
4219,0
12366,0
7708,0
25646,1
1304,0
19546,0
25251,1
6454,0
7587,0
16572,0
12265,0
14914,0
5967,0
24104,0
8725,0
16320,0
25836,0
22060,1
6922,0
3520,0
826,0
6487,0
10288,0
4954,0
12611,0
22745,1
3007,0
11483,1
7968,0
313,0
15702,0
21820,1
9930,0
1595,0
8511,0
4058,1
8247,1
21164,0
22275,0
2048,0
2218,0
14793,0
3380,0
15704,0
9477,0
2627,1
20520,0
13821,0
12283,1
8228,0
12453,0
2867,0
2686,0
8924,0
9736,0
5944,0
11019,0
16487,0
19517,1
8426,0
8445,0
8158,0
9960,0
10577,0
25802,0
6622,1
2511,0
3037,1
1852,0
18104,0
16737,0
14540,0
4457,1
7175,0
20578,0
8167,0
8302,0
18668,0
16459,0
24839,0
22633,0
21361,0
21370,0
11968,0
5337,1
24436,1
14304,0
13237,0
9660,0
16040,0
23816,0
10796,1
18215,0
14348,0
5436,0
24206,0
7511,0
21833,0
16974,1
17688,0
10170,0
206,0
5082,0
4009,1
16447,0
22576,0
13063,1
25558,0
26462,0
18418,0
5722,0
19755,0
15886,1
3774,0
17289,0
18599,0
1260,0
18969,0
3619,0
7381,1
2799,0
4993,0
17498,0
22276,1
19256,0
16632,0
17278,1
19305,1
22402,0
19404,1
14381,0
13852,0
8087,0
6065,0
6878,0
17628,0
1189,0
10989,0
15539,0
17339,0
14417,0
25399,0
14271,1
25892,1
23883,1
25042,1
1735,0
17024,0
22362,0
9762,1
26004,0
17842,0
13053,0
15842,1
11358,0
8841,0
6876,1
11303,0
7330,0
10902,0
6727,1
10771,0
11682,0
11905,1
18148,1
23521,1
21563,0
19074,0
9505,0
13306,1
9909,0
1403,0
16181,0
24586,0
4224,1
12326,0
4033,1
23832,0
20638,0
24406,0
4778,0
979,0
19180,0
15033,1
8379,0
24822,0
19338,0
12004,0
10689,0
14970,1
17559,1
18358,0
9055,0
9212,0
12725,0
14984,0
13957,0
16116,0
14690,1
1669,1
8327,0
8238,0
2123,0
26525,1
17789,0
21025,0
17334,0
11108,0
22923,0
19599,0
6908,0
19060,0
18469,0
25472,0
22026,0
25689,0
5607,0
16010,1
3993,0
2440,0
11307,0
1589,0
2529,1
1094,0
15217,0
1552,1
8047,0
25805,0
13251,1
11399,0
14794,0
9283,0
23991,0
23336,0
10809,1
12426,1
13193,1
22834,0
6414,0
24823,0
2602,0
18268,1
23499,0
3919,0
5150,1
12798,0
12367,1
20829,0
21636,0
11651,0
5373,0
13723,1
14573,0
24326,0
10686,1
17987,1
12529,0
23102,0
5871,1
24145,1
311,0
16262,0
24203,0
13441,0
15247,0
20808,0
5687,0
22876,0
20605,0
7624,1
25546,0
6717,1
7912,0
11064,0
22847,0
1678,0
1529,1
25778,0
18061,1
2194,0
7398,0
8663,0
24378,1
21305,0
22632,0
2915,0
25804,0
14514,0
14537,0
6413,1
14583,1
17743,0
23554,0
18172,1
7088,0
14718,0
17062,0
16784,1
10869,1
24897,0
940,0
18143,1
5822,1
15845,0
10006,0
21742,1
25914,0
10893,0
11580,0
16170,0
19929,0
5705,1
7077,0
19010,0
10956,0
22468,0
186,1
10256,0
5045,0
16183,1
26562,0
8434,0
26352,0
5609,0
474,0
19948,0
16845,0
19911,0
5098,0
17079,1
21845,0
23462,0
21695,0
10939,0
4525,1
1692,0
15449,1
18257,1
22159,0
17397,0
23463,0
17298,0
1319,0
26261,0
4003,0
5470,0
4433,1
10733,0
10519,0
12441,0
23708,0
4742,0
21897,0
3523,0
21578,0
1892,0
14874,0
14431,1
21930,0
24875,0
57,0
8609,0
3364,0
20961,1
23484,0
1501,1
70,0
2557,1
14527,1
26017,0
9026,0
5124,1
4900,0
15728,0
18271,1
910,0
18893,0
10019,0
17133,0
12305,0
4805,0
917,1
25427,0
465,1
13339,0
7733,0
11633,0
16224,0
23108,0
1294,1
19409,0
22304,0
5203,1
5926,0
22607,0
20338,0
15311,0
11634,0
4091,1
3154,0
5086,1
18312,0
19537,1
14779,0
2816,0
17821,1
14545,0
14084,0
18824,1
9967,0
614,0
8945,0
25866,0
25460,0
13223,0
2197,0
16426,0
8246,0
13092,0
24937,1
22263,0
26187,0
1812,0
10154,0
268,1
24097,0
23654,0
13099,1
15229,0
3557,0
24439,0
15253,0
4488,0
1443,0
1453,0
71,0
19820,1
25190,0
8890,1
13420,1
20190,0
16217,0
3536,0
15877,0
6954,0
17316,0
10583,0
11547,0
20294,0
518,0
9524,0
11024,0
16958,0
25739,0
7739,0
3689,0
19845,0
25848,0
2407,0
526,0
19533,1
18817,1
21478,0
8733,0
11302,0
864,1
11232,0
13149,0
9197,0
26381,0
6751,0
6355,0
19668,0
24123,0
25911,0
3812,1
3196,0
13942,0
18252,1
5834,0
844,1
22421,0
26501,0
5804,0
1875,0
3294,0
17575,1
26161,0
10545,1
6939,0
17785,0
6795,0
3584,0
25947,0
3200,0
1743,1
20759,0
4588,0
21643,0
12943,1
12163,0
8064,0
5685,0
13735,0
23982,1
22411,0
2385,0
1667,0
8373,0
9942,0
13014,0
191,1
9381,1
50,0
23611,1
24269,0
22525,0
4738,0
15298,0
26490,0
17509,1
25387,0
22334,0
11507,0
6261,0
3258,0
1233,0
7119,0
7123,0
8249,0
22246,0
11702,0
14462,0
4320,1
13825,0
18350,0
4659,0
22151,1
13932,0
22970,0
3183,0
13277,0
7395,0
4126,0
20908,0
15129,0
21770,0
20,0
6315,0
1442,0
14275,0
1597,1
15823,0
14371,0
19598,0
10953,0
5650,0
21848,1
7301,0
20162,0
14563,0
21468,0
18641,1
11437,0
10333,0
10079,0
17747,0
21932,1
13483,0
509,0
13765,0
17353,0
5845,0
14644,0
12595,0
22178,1
20366,0
25422,0
14535,0
6881,0
10482,0
3050,0
17999,0
21858,1
19223,1
7325,1
5963,0
16008,0
1615,0
24192,0
21289,0
20399,1
21054,0
15524,0
12766,0
8540,0
3977,0
1656,0
15054,0
10462,0
8649,0
942,0
304,1
19157,0
2648,0
19662,0
2717,0
15508,1
7089,0
2932,0
24592,0
22161,0
12061,0
8022,0
21671,1
20422,1
6451,1
20817,0
19323,0
8826,1
26253,0
20923,0
15955,0
8925,0
265,0
18790,0
21688,0
491,0
9555,0
4627,0
5303,0
2083,0
1299,0
15866,0
9905,0
8325,0
19508,1
25540,0
1356,1
3350,0
22841,0
21388,1
20881,1
25419,0
15021,0
21936,0
17649,0
5178,0
3884,1
3784,0
24739,0
3680,0
12386,0
25998,1
24018,1
24141,0
6301,0
5875,0
5377,0
4951,0
10495,0
19332,0
8343,0
7965,1
23663,0
2064,0
18961,1
18912,0
16982,0
608,1
7156,1
16087,0
13979,1
16028,0
20627,0
26235,0
19956,0
8805,1
10610,0
16130,0
2829,0
8345,1
7076,0
6129,0
24059,0
6735,0
6524,0
6843,0
16076,1
13348,0
17547,0
3451,0
9126,0
9416,0
16327,0
1318,0
21640,0
23080,0
9549,0
4053,1
22291,1
6986,0
5119,1
23715,0
16331,0
20697,0
20883,0
23194,0
4542,0
18595,1
10183,0
5271,0
10032,0
22524,0
1256,0
1024,0
13460,1
1567,0
8102,0
6027,1
15407,0
10410,0
17910,0
12297,1
245,0
4622,1
8015,0
10715,0
25818,0
1309,0
26394,1
8436,0
24874,0
24383,0
6850,0
5767,0
23631,1
20732,0
14869,1
11790,1
4839,0
24558,1
14987,0
987,0
18551,0
17948,1
7471,0
15566,0
14510,0
9981,1
6851,0
22488,0
17401,0
3538,1
2560,0
7567,0
7266,0
4185,1
16336,0
3656,0
12370,0
10629,1
24216,0
8693,0
15027,1
26139,0
21716,1
17864,0
9281,0
7291,0
7006,0
12646,0
22809,0
5746,0
19759,0
7559,1
18971,0
12823,0
19017,0
6966,1
26366,0
9915,0
24154,0
3964,0
2247,0
19635,0
25563,0
6839,1
24508,1
7091,0
13925,0
25250,0
5998,0
22268,0
9063,0
3545,0
19077,0
24926,1
6873,0
22755,0
12991,0
7276,0
23503,0
26522,1
9804,0
15373,0
14748,0
17995,0
21769,1
5644,0
22217,0
16339,0
7374,0
23062,1
3118,0
18828,0
16072,1
3036,0
10309,1
4241,0
3802,1
7700,0
1961,0
4757,0
890,0
14407,0
16886,0
24613,1
10829,1
23104,1
18282,0
25769,0
21690,1
1292,0
3558,0
9560,0
9597,0
24663,0
8377,0
15083,0
14367,0
11223,0
1120,0
21106,0
7770,0
2311,0
4428,0
24149,0
16541,1
20328,0
13851,1
9104,0
23123,1
22786,1
1788,0
14099,0
15209,0
1147,0
22568,0
22157,0
15715,0
11620,1
13639,0
12955,0
5533,0
23956,0
17983,0
13520,0
10449,0
10056,0
15883,0
21276,1
13265,0
14843,0
2150,0
15837,0
4101,0
10308,0
3167,0
15749,0
8421,1
7945,0
11188,0
6134,0
1761,1
14071,0
4275,0
18988,0
8469,0
21865,1
14319,0
17033,0
14067,0
6777,0
19579,0
8450,0
4418,1
16389,0
13990,0
18646,0
14369,0
3344,0
1098,0
959,0
24006,0
7759,0
2740,0
7125,0
2858,1
1201,0
19462,0
12721,1
26049,1
16598,1
18276,0
19025,1
3872,0
22730,0
25732,1
23915,0
1899,1
8996,0
2994,0
14377,0
18523,1
7003,0
12122,0
18898,0
19366,0
2152,0
5563,0
21644,0
9538,0
25986,1
25536,0
5582,0
16286,0
11683,0
20872,1
25146,0
21512,0
26539,0
1699,0
13700,1
9254,0
11806,0
9041,0
8584,0
7803,0
4601,0
21413,0
17801,0
23042,0
2015,0
17850,0
7120,1
2934,0
20319,0
5003,0
15384,0
9287,0
14873,1
26092,0
16604,0
16788,0
3667,0
19033,1
7946,0
25150,0
18716,1
1744,0
4726,0
8070,0
9800,0
14507,0
17331,0
1856,0
12388,0
805,0
13213,0
19661,0
25786,0
7576,0
7751,0
16736,0
8479,0
6491,1
18607,1
8542,0
10896,0
19342,0
15189,0
21793,0
2788,0
17579,0
21698,0
19482,0
18303,0
15339,0
21136,0
18515,0
2034,0
2250,0
19733,0
14983,0
19982,1
20335,1
6639,1
8353,0
3032,1
7712,0
17300,0
18944,0
13961,0
25586,0
25256,0
25736,0
6,1
13671,1
7950,0
9241,0
11693,1
7159,1
15477,0
4772,1
11549,0
18138,1
6713,0
11503,0
3157,0
16477,0
15607,1
14310,0
13072,0
24712,0
19846,1
12444,0
23119,0
18378,0
6649,1
16760,0
8981,0
3310,0
9579,0
16885,0
6390,0
21178,0
15876,0
22819,0
9179,1
5043,1
1402,0
21588,1
16772,0
11560,0
2024,0
12266,1
9620,0
17668,0
15427,0
26100,0
8791,0
2630,1
14617,0
12476,0
9023,0
847,0
19147,0
16427,0
5350,1
17145,0
4097,0
12828,0
20632,1
15751,1
11268,1
20721,1
11845,1
21990,0
22445,0
5712,0
18760,0
17923,0
8074,0
2875,1
12116,0
18137,0
24812,1
23879,1
15532,0
12420,1
20562,0
11328,0
19016,0
17585,0
4249,0
13763,0
1701,0
7563,1
14409,0
12765,0
4654,0
25741,0
21084,0
11518,0
11279,0
5496,0
15320,0
581,0
2916,1
12515,0
13222,0
26465,0
9596,0
2595,0
25661,1
17897,0
21885,0
13895,0
10068,0
10293,0
24043,0
11529,0
9904,0
1654,0
12713,0
19048,0
14896,0
24327,0
17165,0
23990,0
14340,0
19573,0
3002,0
10603,1
14882,0
10776,0
2643,0
10366,0
7768,0
3097,1
9430,0
15244,0
8737,0
25253,0
8392,1
1202,0
1750,0
10523,0
25073,0
9462,0
2677,0
25098,0
10826,0
7855,0
15567,0
2744,0
8309,0
18807,0
24623,0
17443,0
8171,0
3562,0
13771,1
532,0
6808,0
8914,0
23384,0
25526,0
17748,0
26083,0
12658,0
14288,0
9118,0
3620,1
14746,0
21832,0
16033,0
12156,0
10103,0
20871,0
5807,0
18616,1
5189,0
19145,1
12620,1
26542,1
1044,0
13814,0
4915,0
22106,0
19654,1
25056,0
11562,0
13296,1
10136,0
3831,0
26375,0
3446,0
15331,0
21517,0
20656,1
6132,0
25240,0
5422,0
11854,0
18841,0
8356,0
21000,0
26047,0
8963,0
17935,0
14258,0
13210,0
10231,0
10066,0
11329,0
19773,1
4846,0
8429,0
5825,0
8160,0
24333,0
11138,0
16434,0
2426,1
24632,0
11515,0
18443,0
21957,0
6862,0
11981,1
296,0
16807,0
2292,0
17778,1
7065,0
1161,0
6478,0
12825,0
19392,0
14712,0
3016,0
12176,0
3163,0
10839,0
19980,0
23889,1
1177,0
8613,0
20818,0
22584,0
1297,0
18407,0
24129,0
19781,0
729,1
11191,0
11685,1
785,0
17545,0
332,1
10631,0
21022,0
11729,0
24863,0
12184,0
5260,0
22909,0
20930,0
8847,0
23291,1
20933,0
14756,1
9164,0
13884,0
19543,1
1796,0
5656,0
20069,0
19291,0
1478,1
2171,0
19124,0
22168,0
17349,0
10460,1
9907,0
25408,0
6684,1
17466,0
25873,0
10420,0
4556,1
25727,0
9128,1
17639,1
1558,0
22899,1
18854,0
5424,0
15300,0
11552,0
25487,0
138,1
20159,1
253,0
9772,0
8234,0
22091,0
155,0
18297,1
19681,0
19765,0
5207,0
13396,0
7106,0
19791,1
4809,0
14154,0
24573,0
21181,0
23864,0
1236,1
8097,0
23971,0
4880,0
21668,0
19255,1
5060,0
20502,0
2408,0
24830,0
2519,0
23900,0
22354,0
26201,0
25820,1
7043,0
24369,0
4220,0
11400,0
12402,0
19190,0
1774,0
20074,0
8863,0
23640,1
3180,0
1038,1
20682,0
3353,0
2830,0
25065,0
12897,1
18795,0
23385,0
24690,1
15095,0
18621,1
3299,0
7852,0
26410,0
16433,1
204,0
19292,1
23213,0
11003,0
2730,0
10950,1
14441,0
5252,0
24517,0
12173,1
9968,0
5191,1
3226,0
16553,0
13281,0
5968,0
11522,0
9134,1
24754,1
7439,0
3458,1
20587,0
18738,0
12281,0
23286,1
18713,0
16248,0
19871,0
17199,0
4156,0
20585,0
1216,1
9206,1
7117,0
2944,0
5667,0
2999,0
13910,0
25580,1
7386,1
17960,0
18714,0
5460,0
670,0
11874,0
8016,0
9260,0
9408,0
4157,0
2819,0
5071,0
17263,0
1282,0
17392,0
12853,1
2729,0
5,0
15778,0
9945,1
25288,0
16245,0
5843,0
5915,0
15579,0
14461,0
3408,0
3747,0
5180,0
21784,0
12644,0
25742,0
17393,0
7711,0
18652,0
22674,1
3074,0
9310,0
17023,0
14771,0
4358,0
3857,0
12838,1
6757,1
14847,0
19860,0
8965,0
18300,0
2524,0
24713,1
20416,0
13147,0
19940,0
12251,0
20019,0
417,0
7631,0
18120,1
15522,1
15747,0
11051,0
24187,1
24412,0
25973,0
633,0
16741,0
1866,0
13598,0
2066,0
18749,0
6030,1
1101,0
6560,0
16169,0
26441,0
14845,0
12818,0
6479,0
10207,0
2554,0
20173,0
21975,1
4290,0
24741,0
20075,0
10208,0
2417,0
9071,0
9486,0
11891,0
4482,0
18037,0
19252,0
22278,0
22199,0
6597,0
17954,0
6464,0
21744,1
10326,0
21265,1
762,1
5413,0
5480,1
19042,1
6468,0
12233,0
14751,0
20450,0
963,0
17853,0
22226,0
15234,0
23359,0
16117,0
9165,0
6476,0
8090,0
11495,1
26260,0
16492,1
16623,0
12249,0
2213,0
13474,0
25502,0
5793,0
3159,0
13337,0
12531,1
14014,0
16970,0
284,1
9437,0
9311,1
12268,0
5983,0
8635,0
8992,1
7585,0
21629,0
9447,0
8288,0
4261,0
4540,1
21006,1
26202,0
9016,0
5586,0
5883,0
12969,0
15723,0
13395,1
24902,0
2406,0
6471,1
24964,0
4503,0
14643,0
10304,0
20971,0
13720,0
12095,1
14026,0
597,1
671,0
17267,0
25555,0
4350,0
1312,0
9948,0
1102,1
9792,0
11371,0
20051,0
17797,0
24621,0
7960,0
24988,0
18476,1
11418,0
19081,0
25711,1
17902,0
26449,0
11366,0
15005,0
10895,0
6821,0
24102,0
7285,0
10374,0
22784,0
20788,0
25633,0
534,0
6530,0
14185,0
16367,0
8772,0
20784,0
4784,0
3369,0
10025,1
11980,1
22747,0
5018,0
14151,1
6610,0
18505,1
15733,1
4353,0
12247,0
19447,0
398,1
17762,0
20135,0
1682,0
8136,0
23517,1
23469,1
20067,0
20215,1
1908,0
87,0
985,0
24775,1
5769,1
2142,1
17976,0
26052,0
17487,0
6976,0
8227,0
19711,0
4344,1
22447,1
22103,0
2433,0
10528,0
2364,1
18191,0
3430,1
12043,0
24572,1
14419,0
10243,0
3839,1
8432,0
22048,0
22164,1
25145,0
3755,1
15649,0
18053,0
19575,1
12923,0
4087,0
23486,1
5946,0
26173,0
13155,1
15211,1
18103,0
9192,1
16282,0
1225,0
9532,0
21007,1
9875,0
5964,0
3648,0
19185,0
16555,1
9011,0
11825,0
24500,0
22356,0
7391,0
12696,0
23913,0
5606,0
11000,1
1530,0
16756,0
6483,0
4848,1
20240,0
24615,0
20546,1
3172,0
18546,1
25301,0
24618,0
3910,0
16375,0
15220,0
569,0
20768,0
12267,0
24469,0
9306,0
24868,0
20545,0
1936,0
83,0
21718,1
20897,1
14248,0
19207,0
7312,0
12136,0
12169,1
7188,0
18804,1
692,1
21354,0
10157,0
8174,0
13973,1
8879,0
5029,0
13367,0
24433,0
24933,1
9714,1
12029,0
24155,0
20900,1
11127,0
7414,0
1702,1
2203,0
9642,1
13802,0
11642,0
4834,0
25573,0
5201,0
3607,0
373,0
5141,1
3306,0
6888,0
16264,0
11028,0
25086,0
17277,0
21841,0
6284,0
8758,0
3129,0
10584,0
23732,0
2977,0
8273,0
22724,0
19049,0
13960,0
13084,0
4908,0
4470,0
3622,0
20179,0
2275,0
5772,0
10870,0
26089,0
2530,0
13087,0
7453,0
12084,0
23944,0
13253,1
16819,0
6637,0
11167,0
19139,0
16803,0
23716,0
4430,1
14360,0
5525,0
23679,0
6012,0
22853,1
21953,0
911,0
9443,0
9901,0
24843,0
11103,0
1220,0
16697,1
144,0
7189,0
7643,1
3931,0
23361,0
6546,0
17537,0
396,0
22530,0
14747,0
16402,0
17775,1
7805,0
3124,0
22023,0
3067,0
26113,1
4943,0
17000,0
5057,0
840,0
20243,1
10126,0
8731,1
24889,1
10795,0
16237,1
2860,0
6449,0
21286,0
14942,0
1170,0
9710,1
14870,0
7127,0
16701,0
5216,0
10329,0
10922,1
21986,0
25257,0
9743,0
8491,0
8920,1
19418,0
8537,1
16895,0
13428,0
14228,0
20963,0
13903,0
17155,1
7051,0
8405,0
19168,0
22844,0
1072,0
25083,1
23001,0
26406,0
2242,1
14592,0
20519,0
25867,0
1414,0
14414,0
20166,0
8169,0
24233,1
1109,1
21741,0
9419,1
5636,0
2899,0
20832,0
2215,0
2849,0
19098,1
6399,0
17446,1
11538,0
8466,0
22094,0
21996,0
10481,0
125,0
20731,0
22758,0
25178,1
19263,0
3287,1
26351,0
17481,0
90,0
23612,0
11356,0
21109,0
21605,0
9751,0
18597,0
12988,0
24099,1
23419,0
18857,0
26241,0
25368,0
6434,0
22647,0
887,0
4424,0
4720,1
4159,1
24421,0
20109,0
14654,0
18556,0
18232,0
13642,0
7294,0
6548,1
4822,0
19951,0
10369,0
2689,1
1346,0
10356,0
10569,0
7893,0
26347,0
8017,1
9701,1
576,0
22404,0
14921,1
16631,0
10865,0
19143,0
14204,0
11796,0
2208,1
8631,0
17360,0
12567,0
18506,1
12006,0
25297,0
26204,0
14070,0
21886,1
20898,1
23438,0
17516,0
25276,0
5320,0
17046,0
1278,1
18788,0
12158,0
23946,0
11677,0
12115,0
24037,0
15699,0
9057,0
7904,0
4697,0
16453,0
21042,0
11604,0
17670,0
19113,0
14374,0
22713,0
14051,0
12487,0
23701,0
347,0
23101,0
18644,0
10818,0
7111,0
17607,0
23567,0
23645,0
9029,1
11241,0
14965,0
24574,0
12178,0
4380,0
16528,0
17766,0
1423,0
12669,0
10197,0
9060,0
25339,0
19526,0
5771,0
6553,0
281,0
9235,0
10105,1
3190,0
15402,0
4004,0
5906,0
17981,0
20718,1
7850,1
17793,0
26524,0
17678,0
19560,0
18829,0
19825,0
22317,0
3088,0
3694,0
11945,0
16880,1
17656,0
5761,0
7333,0
19597,1
19403,0
3933,0
24652,0
3777,0
26389,1
21931,1
18341,0
19538,0
8372,1
20823,0
955,0
25227,1
23006,0
18682,0
17259,0
14142,0
893,0
23317,0
10912,0
24324,0
10938,0
16998,0
21521,0
25698,0
18557,0
5004,0
23574,0
8546,0
16767,0
20563,0
17938,0
14117,0
24181,1
12726,0
16545,0
2694,1
4258,0
15291,1
983,0
25708,0
10676,0
23801,0
10431,0
25005,0
7620,0
9145,0
3177,0
12890,1
20459,0
24779,0
23620,1
25920,0
25479,0
2588,0
7999,0
14813,0
4995,0
17239,0
20203,1
960,1
25801,0
4246,1
936,0
7310,1
11751,0
9662,0
23252,1
9229,0
2735,1
2189,1
2484,0
9199,0
12615,1
9963,0
15547,1
6303,0
11865,0
22503,0
26459,0
1760,0
9934,0
4787,0
21717,1
15273,0
16909,1
19869,0
10203,0
20781,0
15358,0
14,0
170,1
21907,0
20401,0
9513,0
1772,1
15825,0
1786,0
2324,0
6095,0
26236,0
7062,0
14520,0
8918,1
12709,0
6977,0
6195,0
12092,0
11486,0
17119,0
4628,0
25480,1
6533,0
19639,0
12392,0
4756,0
16494,1
18029,0
5354,0
270,0
21903,0
3453,0
15058,1
19003,0
16543,0
25901,0
25383,1
19009,0
17877,0
20844,0
24438,0
12257,0
25456,0
13046,1
10620,0
12832,0
16166,0
24084,0
15040,1
8195,0
23986,0
17780,0
15592,0
23815,0
10471,1
22990,0
22290,0
4578,0
11067,0
378,0
14478,0
18759,0
9725,0
10596,0
20470,0
360,1
20326,0
678,0
2908,0
9890,0
4104,0
13128,1
26371,0
3997,0
4634,0
8139,0
13055,1
7645,1
21102,0
7314,0
12145,0
12192,0
25390,0
16750,0
4038,0
16692,0
13739,0
16302,0
17624,0
143,1
16236,1
3476,0
15365,0
24042,0
2082,0
8551,0
22296,0
11885,0
14157,1
3678,0
7532,0
18452,0
23804,0
22998,0
24287,0
15653,0
14493,0
1662,0
5852,0
19102,0
16837,0
418,0
9856,1
21294,0
17533,0
10933,1
26029,0
13660,0
13781,0
25229,1
19736,0
1008,0
26153,0
12234,0
20047,0
6953,0
26294,0
18381,0
2483,0
4918,0
1688,0
4764,0
1277,0
3727,0
21662,1
11889,0
13334,0
9238,1
17163,0
17486,0
26317,0
10182,0
5748,0
6092,0
16366,0
23911,1
23566,1
21332,0
25218,0
18339,1
15330,1
1922,0
13454,0
23730,1
14538,0
20233,0
23607,1
16716,0
6279,1
22533,0
6130,0
16239,1
21202,0
17770,1
16548,1
4543,0
21719,1
931,0
19386,0
13183,0
1390,0
21062,0
403,0
9870,0
5571,0
24255,0
16206,1
24411,0
21939,1
22889,0
14698,0
23898,0
16560,1
20380,0
15107,0
12661,0
16147,0
1265,0
22740,1
849,0
9086,0
11809,0
25970,0
11789,0
23507,1
9881,0
10957,0
9613,0
13373,0
20412,0
20641,0
13431,0
14177,0
25041,0
3889,0
16112,0
8018,0
11414,1
20952,0
17689,0
2633,0
18077,0
2046,0
3060,0
12375,0
10815,0
25214,1
6968,0
18848,0
1528,0
11046,0
8275,0
7080,0
26122,0
14623,1
22810,0
674,0
982,0
24114,0
8255,0
3682,1
25738,0
18234,0
21446,0
6725,0
9107,0
20958,0
19998,0
15787,1
7341,0
14745,0
17159,0
13847,0
6840,0
22251,0
12514,1
13568,0
10209,1
9508,0
24212,0
21948,0
724,0
22811,1
15458,0
9451,0
9803,0
2983,1
23481,0
22561,0
23265,0
15802,0
23051,0
20611,0
5889,0
9356,0
12288,0
25720,0
12303,0
8490,1
2898,0
7654,0
22170,0
13742,0
7611,0
23468,0
22781,1
24891,0
11674,0
20833,0
18763,1
17252,1
19415,0
19657,0
14123,0
24328,0
